Full Name                bats  throws  weight  height
Todd Ritchie             R     R       205     75    
Reggie Ritter            L     R       195     74    
Jim Rittwage             R     R       190     75    
Kevin Ritz               R     R       195     76    
Webster Rivas            R     R       219     73    
Ben Rivera               R     R       210     78    
Emmanuel Rivera          R     R       225     74    
German Rivera            R     R       195     74    
Juan Rivera              R     R       220     74    
Mariano Rivera           R     R       195     74    
Mike Rivera              R     R       220     73    
T. J. Rivera             R     R       203     73    
Yadiel Rivera            R     R       190     75    
Carlos Rivero            R     R       230     75    
Sebastian Rivero         R     R       210     73    
Eppa Rixey               R     L       210     77    
Anthony Rizzo            L     L       240     75    
Todd Rizzo               R     L       220     75    
Sendy Rleal              R     R       190     73    
Joe Roa                  R     R       195     73    
Jason Roach              R     R       190     76    
Mel Roach                R     R       190     73    
Tanner Roark             R     R       238     74    
Mike Roarke              R     R       195     74    
Bruce Robbins            L     L       190     73    
Jake Robbins             R     R       190     77    
Bert Roberge             R     R       190     76    
Kevin Roberson           B     R       210     76    
Luis Robert              R     R       220     74    
Dave Roberts             L     L       195     75    
Dave Roberts             R     R       215     75    
Grant Roberts            R     R       205     75    
Jim Roberts              R     R       205     75    
Kenny Roberts            L     L       200     73    
Leon Roberts             R     R       200     75    
Bob Robertson            R     R       195     73    
Connor Robertson         R     R       225     74    
Daniel Robertson         R     R       210     73    
Jeriome Robertson        L     L       190     73    
Jerry Robertson          B     R       205     74    
Nate Robertson           R     L       225     74    
Rich Robertson           R     R       210     74    
Tyler Robertson          L     L       285     77    
Billy Jo Robidoux        L     R       200     73    
Aaron Robinson           L     R       205     74    
Bill Robinson            R     R       189     74    
Bruce Robinson           L     R       195     74    
Clint Robinson           L     L       240     77    
Don Robinson             R     R       225     76    
Drew Robinson            L     R       200     73    
Earl Robinson            R     R       190     73    
Eddie Robinson           L     R       210     74    
Jeff Robinson            R     R       195     76    
Jeff Robinson            R     R       210     78    
Ron Robinson             R     R       235     76    
Sergio Robles            R     R       190     74    
Tom Robson               R     R       215     75    
Mike Rochford            L     L       205     76    
John Rocker              R     L       210     76    
Andre Rodgers            R     R       200     75    
Brady Rodgers            R     R       215     74    
Buck Rodgers             B     R       190     74    
Eric Rodin               R     R       215     74    
Carlos Rodon             L     L       255     74    
Alex Rodriguez           R     R       230     75    
Aneury Rodriguez         R     R       250     76    
Eddy Rodriguez           R     R       194     73    
Eduardo Rodriguez        L     L       231     74    
Fernando Rodriguez       R     R       235     75    
Francisco Rodriguez      R     R       220     73    
Grayson Rodriguez        L     R       230     77    
Guilder Rodriguez        B     R       190     73    
Henry Rodriguez          R     R       225     73    
Jefry Rodriguez          R     R       230     78    
Joely Rodriguez          L     L       200     73    
Jose Rodriguez           L     L       205     73    
Jose Rodriguez           R     R       210     74    
Julio Rodriguez          R     R       228     75    
Nerio Rodriguez          R     R       220     73    
Nivaldo Rodriguez        R     R       214     73    
Paco Rodriguez           L     L       220     75    
Rafael Rodriguez         R     R       195     73    
Ricardo Rodriguez        L     R       195     75    
Ricardo Rodriguez        R     R       220     74    
Richard Rodriguez        R     R       220     76    
Rick Rodriguez           R     R       190     75    
Yerry Rodriguez          R     R       198     74    
Yorman Rodriguez         R     R       210     74    
Chaz Roe                 R     R       190     77    
Gary Roenicke            R     R       205     75    
Josh Roenicke            R     R       205     75    
Mike Roesler             R     R       195     77    
Wally Roettger           R     R       190     73    
Brian Rogers             R     R       190     76    
Esmil Rogers             R     R       200     75    
Jake Rogers              R     R       201     73    
Jason Rogers             R     R       230     73    
Jimmy Rogers             R     R       200     74    
Josh Rogers              L     L       211     75    
Kenny Rogers             L     L       200     73    
Kevin Rogers             L     L       190     74    
Mark Rogers              R     R       240     75    
Taylor Rogers            L     L       190     75    
Trevor Rogers            L     L       217     77    
Garry Roggenburk         R     L       195     78    
Saul Rogovin             R     R       205     74    
Les Rohr                 L     L       205     77    
Josh Rojas               L     R       207     73    
Scott Rolen              R     R       245     76    
Nate Rolison             L     R       225     77    
David Rollins            L     L       210     73    
Damian Rolls             R     R       205     74    
Jamie Romak              R     R       226     75    
Bill Roman               L     L       190     76    
Ron Romanick             R     R       195     76    
Jim Romano               R     R       190     76    
Jordan Romano            R     R       210     77    
Mike Romano              B     R       195     74    
Sal Romano               L     R       255     77    
Enny Romero              R     L       232     75    
Niuman Romero            B     R       215     73    
Ricky Romero             R     L       210     73    
Seth Romero              L     L       213     75    
Stefen Romero            R     R       220     74    
Tommy Romero             R     R       222     74    
Andrew Romine            B     R       190     73    
Austin Romine            R     R       216     73    
Eddie Rommel             R     R       197     74    
John Romonosky           R     R       195     74    
Marc Ronan               L     R       190     74    
Angel Rondon             R     R       205     73    
Bruce Rondon             R     R       275     75    
Gil Rondon               R     R       200     74    
Hector Rondon            R     R       225     75    
Jorge Rondon             R     R       215     73    
Jose Rondon              R     R       215     73    
Matt Roney               R     R       230     75    
Phil Roof                R     R       190     74    
Brent Rooker             R     R       225     76    
Pat Rooney               R     R       190     73    
Carlos Rosa              R     R       195     73    
Adam Rosales             R     R       200     74    
Amed Rosario             R     R       190     74    
Francisco Rosario        R     R       225     73    
Randy Rosario            L     L       210     73    
Sandy Rosario            R     R       205     73    
Brian Rose               R     R       215     75    
Don Rose                 R     R       195     75    
B. J. Rosenberg          R     R       220     75    
Kenny Rosenberg          L     L       195     73    
Trevor Rosenthal         R     R       230     74    
Wayne Rosenthal          R     R       220     77    
Steve Roser              R     R       220     76    
Seth Rosin               R     R       265     78    
Buster Ross              L     L       195     73    
Chet Ross                R     R       195     73    
Cliff Ross               L     L       195     76    
David Ross               R     R       230     74    
Joe Ross                 R     R       232     76    
Tyson Ross               R     R       254     77    
Zac Rosscup              R     L       220     74    
Joe Rossi                R     R       205     73    
Bubby Rossman            B     R       220     77    
Ramon Rosso              R     R       240     76    
Michael Roth             L     L       210     73    
Vinny Rottino            R     R       215     73    
Gene Rounsaville         R     R       205     75    
Jack Rowan               R     R       210     73    
Schoolboy Rowe           R     R       210     76    
Ben Rowen                R     R       200     76    
Mike Rowland             R     R       205     75    
Rich Rowland             R     R       210     73    
Ryan Rowland-Smith       L     L       250     75    
Chris Rowley             R     R       195     74    
Stan Royer               R     R       195     75    
Ryan Rua                 R     R       205     74    
Jorge Rubio              R     R       200     75    
Drew Rucinski            R     R       190     74    
Michael Rucker           R     R       200     73    
Joe Rudi                 R     R       200     74    
Kirk Rueter              L     L       190     75    
Darin Ruf                R     R       232     74    
Scott Ruffcorn           R     R       215     76    
Bruce Ruffin             B     L       205     74    
Red Ruffing              R     R       205     73    
Justin Ruggiano          R     R       210     73    
Jose Ruiz                R     R       245     73    
Randy Ruiz               R     R       250     75    
Rio Ruiz                 L     R       220     74    
William Rumler           R     R       190     73    
Rich Rundles             L     L       210     77    
Sean Runyan              L     L       220     75    
Dan Runzler              L     L       210     76    
Josh Rupe                R     R       210     75    
Ryan Rupe                R     R       240     78    
Cameron Rupp             R     R       260     74    
Bob Rush                 R     R       205     76    
Jim Rushford             L     L       225     73    
Amos Rusie               R     R       200     73    
Chris Rusin              L     L       200     74    
Adam Russell             R     R       280     80    
James Russell            L     L       205     76    
Jeff Russell             R     R       200     76    
John Russell             L     L       195     74    
Marius Russo             R     L       190     73    
Babe Ruth                L     L       215     74    
Dick Ruthven             R     R       190     75    
Adley Rutschman          B     R       230     74    
Rusty Ryal               R     R       200     74    
B. J. Ryan               L     L       230     78    
Brendan Ryan             R     R       190     73    
Dusty Ryan               R     R       235     76    
Joe Ryan                 R     R       205     74    
Ken Ryan                 R     R       200     75    
Kyle Ryan                L     L       215     77    
Mike Ryan                R     R       205     74    
Hyun Jin Ryu             R     L       250     75    
Jae Kuk Ryu              R     R       210     75    
Marc Rzepczynski         L     L       220     74    
CC Sabathia              L     L       300     78    
Erik Sabel               R     R       193     75    
Blake Sabol              L     R       225     76    
Mark Saccomanno          R     R       210     75    
Brian Sackinsky          R     R       220     76    
Casey Sadler             R     R       223     75    
Ray Sadler               R     R       200     73    
Bob Sadowski             R     R       195     74    
Jim Sadowski             R     R       195     75    
Ted Sadowski             R     R       190     73    
Connor Sadzeck           R     R       235     79    
Chris Saenz              R     R       200     75    
A. J. Sager              R     R       220     76    
Mike Saipe               R     R       190     73    
Takashi Saito            L     R       200     74    
Fernando Salas           R     R       200     74    
Juan Salas               R     R       190     74    
Roger Salkeld            R     R       215     77    
Brad Salmon              L     R       230     75    
Tim Salmon               R     R       200     75    
Jarrod Saltalamacchia    B     R       235     76    
Manny Salvo              R     R       210     76    
Jeff Samardzija          R     R       233     76    
Clint Sammons            R     R       210     73    
Adrian Sampson           R     R       210     74    
Benj Sampson             R     L       210     74    
Chris Sampson            R     R       195     73    
Keyvius Sampson          R     R       225     74    
Joe Samuels              R     R       196     73    
Roger Samuels            L     L       210     77    
Alex Sanabia             R     R       210     74    
Carlos Sanabria          R     R       200     75    
Brian Sanches            R     R       190     73    
Aaron Sanchez            R     R       212     76    
Ali Sanchez              R     R       200     73    
Angel Sanchez            R     R       205     73    
Angel Sanchez            R     R       190     73    
Duaner Sanchez           R     R       210     74    
Gaby Sanchez             R     R       235     73    
Gary Sanchez             R     R       230     74    
Humberto Sanchez         R     R       270     78    
Jesus Sanchez            L     R       222     75    
Miguel Sanchez           R     R       205     75    
Orlando Sanchez          L     R       195     73    
Romulo Sanchez           R     R       270     77    
Gus Sandberg             R     R       189     73    
Anthony Sanders          R     R       200     74    
Dee Sanders              R     R       195     75    
Deion Sanders            L     L       195     73    
John Sanders             R     R       200     74    
Reggie Sanders           R     R       205     74    
Scott Sanders            R     R       210     76    
Scott Sanderson          R     R       195     77    
Freddy Sandoval          B     R       205     73    
Patrick Sandoval         L     L       190     75    
Charlie Sands            L     R       200     74    
Cole Sands               R     R       215     75    
Donny Sands              R     R       190     74    
Jerry Sands              R     R       225     76    
Fred Sanford             B     R       200     73    
Jack Sanford             R     R       195     75    
Mo Sanford               R     R       220     78    
Miguel Sano              R     R       272     76    
Dennis Santana           R     R       190     74    
Domingo Santana          R     R       232     77    
Edgar Santana            R     R       205     74    
Anthony Santander        B     R       230     74    
Jose Santiago            R     R       200     75    
Tony Santillan           R     R       285     75    
Louis Santop             L     R       200     74    
Antonio Santos           R     R       233     75    
Gregory Santos           R     R       190     74    
Sergio Santos            R     R       215     76    
Victor Santos            R     R       205     74    
Nelson Santovenia        R     R       195     75    
Bronson Sardinha         L     R       220     73    
Dennis Sarfate           R     R       225     76    
Kazuhiro Sasaki          R     R       209     76    
Mackey Sasser            L     R       190     73    
Rob Sasser               R     R       205     75    
Josh Satin               R     R       215     74    
Tayler Saucedo           L     L       205     76    
Kevin Saucier            L     L       190     73    
Hank Sauer               R     R       198     75    
Scott Sauerbeck          R     L       190     75    
Dennis Saunders          B     R       195     75    
Joe Saunders             L     L       215     75    
Michael Saunders         L     R       225     76    
Rusty Saunders           R     R       205     74    
Tony Saunders            L     L       205     74    
Warwick Saupold          R     R       223     74    
Jack Savage              R     R       190     75    
Joe Savery               L     L       235     75    
Ralph Savidge            R     R       210     74    
Rick Sawyer              R     R       205     74    
Jay Sborz                R     R       210     76    
Josh Sborz               R     R       215     75    
Rob Scahill              L     R       220     74    
Bob Scanlan              R     R       215     79    
Mac Sceroler             R     R       215     75    
Mark Schaeffer           L     L       215     77    
Jordan Schafer           L     L       205     73    
Logan Schafer            L     L       200     73    
Joe Schaffernoth         R     R       195     76    
Gene Schall              R     R       190     75    
Charley Schanz           R     R       215     75    
Bill Schardt             R     R       210     76    
Jeff Schattinger         L     R       200     77    
Rube Schauer             R     R       192     74    
Scott Schebler           L     R       228     73    
Carl Scheib              R     R       192     73    
Danny Schell             R     R       195     73    
Jim Schelle              R     R       204     75    
Fred Schemanske          R     R       190     74    
Tanner Scheppers         R     R       200     76    
Fred Scherman            L     L       195     73    
Max Scherzer             R     R       208     75    
Nate Schierholtz         L     R       215     74    
Curt Schilling           R     R       205     77    
Calvin Schiraldi         R     R       215     77    
Travis Schlichting       R     R       205     76    
Brian Schlitter          R     R       238     75    
Gus Schlosser            R     R       225     76    
Brian Schmack            R     R       190     74    
Al Schmelz               R     R       210     76    
Bob Schmidt              R     R       205     74    
Charles Schmidt          L     L       200     73    
Clarke Schmidt           R     R       200     73    
Curt Schmidt             R     R       200     77    
Dave Schmidt             R     R       215     74    
Jeff Schmidt             R     R       205     77    
Mike Schmidt             R     R       195     74    
Casey Schmitt            R     R       215     74    
Steve Schmoll            R     R       200     74    
Charlie Schmutz          R     R       195     73    
Brian Schneider          L     R       210     73    
Jeff Schneider           B     L       195     75    
John Schneider           R     R       250     75    
Pete Schneider           R     R       194     73    
Gerry Schoen             R     R       215     75    
Jumbo Schoeneck          R     R       223     74    
Jesse Scholtens          R     R       230     76    
Mike Schooler            R     R       220     75    
Jonathan Schoop          R     R       247     73    
Pete Schourek            L     L       195     77    
John Schreiber           R     R       210     74    
Chris Schroder           R     R       210     75    
Bill Schroeder           R     R       200     74    
Al Schroll               R     R       210     74    
Ken Schrom               R     R       195     74    
Ron Schueler             R     R       205     76    
Dave Schuler             R     L       210     76    
Erik Schullstrom         R     R       220     77    
Art Schult               R     R       210     75    
Barney Schultz           R     R       200     74    
Bo Schultz               R     R       229     75    
Bob Schultz              R     L       200     75    
Howie Schultz            R     R       200     78    
Mike Schultz             R     R       220     79    
Jeff Schulz              L     R       190     73    
Don Schulze              R     R       215     75    
Hack Schumann                  R       230     74    
Patrick Schuster         R     L       190     74    
Mike Schwabe             R     R       200     76    
Don Schwall              R     R       200     78    
Ralph Schwamb            R     R       198     77    
Bill Schwartz            R     R       195     73    
Randy Schwartz           L     L       230     75    
Jeff Schwarz             R     R       190     77    
Michael Schwimer         R     R       240     80    
Frank Schwindel          R     R       220     73    
Chris Schwinden          R     R       215     75    
Mike Scioscia            L     R       200     74    
George Scott             R     R       200     74    
Jack Scott               L     R       199     74    
Jim Scott                R     R       235     73    
Mike Scott               R     R       210     74    
Robby Scott              B     L       220     75    
Evan Scribner            R     R       190     75    
Troy Scribner            L     R       190     75    
Andre Scrubb             R     R       270     76    
Tony Scruggs             R     R       210     73    
Scott Seabol             R     R       200     76    
Connor Seabold           R     R       190     74    
Corey Seager             L     R       215     76    
Kim Seaman               L     L       205     76    
Steve Searcy             L     L       190     73    
Ken Sears                L     R       200     73    
Todd Sears               R     R       215     77    
Tom Seaver               R     R       195     73    
Bobby Seay               L     L       221     74    
Bob Sebra                R     R       200     74    
Frank Secory             R     R       200     73    
Don Secrist              L     L       195     74    
Chris Seddon             L     L       220     76    
Shawn Sedlacek           R     R       200     76    
Cody Sedlock             R     R       220     76    
Larry See                R     R       195     73    
Rob Segedin              R     R       220     74    
Herman Segelke           R     R       200     76    
Zack Segovia             R     R       245     74    
Fernando Seguignol       B     R       257     77    
Phil Seibel              L     L       195     73    
Aaron Sele               R     R       205     77    
Todd Self                L     R       215     77    
Sam Selman               R     L       198     74    
Frank Seminara           R     R       205     74    
Sonny Senerchia          R     R       195     73    
Steve Senteney           R     R       205     74    
Antonio Senzatela        R     R       236     73    
Nick Senzel              R     R       218     73    
Jae Weong Seo            R     R       215     73    
Leyson Septimo           L     L       200     73    
Dan Serafini             B     L       190     73    
Alex Serrano             R     R       200     73    
Scott Servais            R     R       195     74    
Scott Service            R     R       230     78    
Walter Sessi             L     L       225     75    
John Sevcik              R     R       205     74    
Luis Severino            R     R       218     74    
Al Severinsen            R     R       220     75    
Paul Sewald              R     R       219     75    
Frank Seward             R     R       200     75    
Elmer Sexauer            R     R       220     76    
Richie Sexson            R     R       205     79    
Adam Shabala             L     R       190     73    
Brian Shackelford        L     L       195     73    
Kevin Shackelford        R     R       210     77    
Justin Shafer            R     R       205     74    
Richie Shaffer           R     R       230     75    
Greg Shanahan            R     R       190     74    
Wally Shaner             R     R       195     74    
Harvey Shank             R     R       220     76    
Bill Shanner             L     R       195     73    
Mike Shannon             R     R       195     75    
Dick Sharon              R     R       195     74    
Mike Sharperson          R     R       190     75    
Josh Sharpless           R     R       234     77    
Jeff Shaver              R     R       195     75    
Bob Shaw                 R     R       195     74    
Bryan Shaw               B     R       226     73    
Chris Shaw               L     R       220     75    
Travis Shaw              L     R       230     76    
Mike Shawaryn            R     R       240     74    
Steve Shea               R     R       215     75    
Ryan Shealy              R     R       240     77    
Tom Shearn               R     R       230     76    
Jim Sheehan              R     R       196     74    
Tom Sheehan              R     R       190     74    
Bud Sheely               L     R       200     73    
Earl Sheely              R     R       195     75    
Ben Sheets               R     R       195     73    
Gavin Sheets             L     L       230     77    
Larry Sheets             L     R       217     75    
Steven Shell             R     R       215     76    
Frank Shellenback        R     R       192     74    
Jim Shellenback          L     L       200     74    
Ben Shelton              R     L       215     75    
Jack Shepard             R     R       195     74    
Chandler Shepherd        R     R       215     73    
Keith Shepherd           R     R       205     74    
Neill Sheridan           R     R       195     73    
Ryan Sherriff            L     L       190     73    
Barry Shetrone           L     R       190     74    
Braden Shewmake          L     R       190     75    
Ben Shields              R     L       195     73    
James Shields            R     R       210     75    
Steve Shields            R     R       220     77    
Steve Shifflett          R     R       205     73    
Zak Shinall              R     R       215     75    
Razor Shines             B     R       210     73    
Braden Shipley           R     R       190     73    
Joe Shipley              R     R       210     76    
Art Shires               L     R       195     73    
Ivey Shiver              R     R       190     73    
Costen Shockley          L     L       200     74    
Matt Shoemaker           R     R       225     74    
Ernie Shore              R     R       220     76    
Ray Shore                R     R       210     75    
Chris Short              R     L       205     76    
Paul Shuey               R     R       215     75    
Anthony Shumaker         L     L       225     77    
Harry Shuman             R     R       195     74    
Jared Shuster            L     L       210     75    
Joe Siddall              L     R       200     73    
Norm Siebern             L     R       200     74    
Paul Siebert             L     L       205     74    
Sonny Siebert            R     R       190     75    
Kevin Siegrist           L     L       230     77    
Candy Sierra             R     R       190     74    
Moises Sierra            R     R       233     73    
Roy Sievers              R     R       195     73    
Brian Sikorski           R     R       190     73    
Carlos Silva             R     R       280     76    
Jose Silva               R     R       235     78    
Walter Silva             R     R       190     73    
Ken Silvestri            B     R       200     73    
Bill Simas               L     R       200     75    
Andrelton Simmons        R     R       195     74    
John Simmons             R     R       192     73    
Alfredo Simon            R     R       265     78    
Steve Simpson            R     R       200     75    
Tom Simpson              R     R       190     73    
Wayne Simpson            R     R       220     75    
Duke Sims                L     R       197     74    
Lucas Sims               R     R       213     74    
Steve Sinclair           L     L       190     74    
Brady Singer             R     R       215     77    
Chris Singleton          L     L       195     74    
Ken Singleton            B     R       210     76    
Fred Sington             R     R       215     74    
Brett Sinkbeil           R     R       210     74    
Mike Sirotka             L     L       190     73    
Andy Sisco               L     L       270     82    
Chance Sisco             L     R       210     75    
Doug Sisk                R     R       210     74    
Tommie Sisk              R     R       195     75    
Dave Sisler              R     R       200     76    
Dick Sisler              L     R       205     74    
Brandyn Sittinger        R     R       200     73    
Pete Sivess              R     R       195     75    
Jim Siwy                 R     R       200     76    
Grady Sizemore           L     L       205     74    
Dave Skaggs              R     R       200     74    
Tyler Skaggs             L     L       225     76    
Joe Skalski              R     R       190     75    
Bob Skinner              L     R       190     76    
Joel Skinner             R     R       198     76    
Kyle Skipworth           L     R       230     76    
Eric Skoglund            L     L       215     79    
Matt Skole               L     R       220     76    
Matt Skrmetta            B     R       220     75    
Tarik Skubal             R     L       240     75    
Roger Slagle             R     R       190     75    
Anthony Slama            R     R       195     75    
Dan Slania               R     R       275     77    
Doug Slaten              L     L       215     77    
Austin Slater            R     R       204     73    
Jack Slattery            R     R       191     74    
Mike Slattery            L     L       210     74    
Don Slaught              R     R       190     73    
Bill Slayback            R     R       200     76    
Aaron Slegers            R     R       260     82    
Brian Slocum             R     R       215     74    
Kevin Slowey             R     R       200     75    
Joe Slusarski            R     R       195     76    
Aaron Small              R     R       200     77    
Ethan Small              L     L       200     74    
Hank Small               R     R       205     75    
Mark Small               R     R       205     75    
Roy Smalley              R     R       190     75    
Walt Smallwood           R     R       190     74    
Devin Smeltzer           R     L       195     75    
Billy Smith              R     R       200     79    
Blake Smith              L     R       220     74    
Bob Smith                R     L       190     73    
Bob Smith                R     R       190     75    
Brick Smith              R     R       225     76    
Bryn Smith               R     R       200     74    
Burch Smith              R     R       225     76    
Carson Smith             R     R       215     78    
Chad Smith               L     R       220     75    
Chad Smith               R     R       200     76    
Chris Smith              R     R       205     74    
Clay Smith               R     R       190     74    
Dan Smith                L     L       190     77    
Dan Smith                R     R       210     75    
Dave Smith               R     R       195     73    
Dave Smith               R     R       190     73    
Dick Smith               R     R       205     74    
Dick Smith               R     R       200     77    
Drew Smith               R     R       192     73    
Frank Smith              R     R       195     75    
Greg Smith               L     L       190     73    
Hal Smith                R     R       195     75    
Jake Smith               B     L       200     77    
Jake Smith               R     R       190     76    
Jason Smith              L     R       195     75    
Joe Smith                R     R       211     74    
Jordan Smith             R     R       220     75    
Josh Smith               R     R       210     74    
Josh Smith               L     L       200     75    
Ken Smith                L     R       195     73    
Kevan Smith              R     R       230     76    
Lee Smith                R     R       220     77    
Mark Smith               L     R       215     74    
Mark Smith               R     R       205     75    
Matt Smith               L     L       225     77    
Murphy Smith             R     R       210     75    
Paul Smith               L     R       190     73    
Pavin Smith              L     L       208     74    
Pete Smith               R     R       190     74    
Riley Smith              R     R       210     74    
Roy Smith                R     R       200     75    
Roy Smith                R     R       235     78    
Seth Smith               L     L       210     75    
Tommy Smith              L     R       210     76    
Will Smith               R     L       255     77    
Willie Smith             R     R       250     78    
Roger Smithberg          R     R       205     75    
Stephen Smitherman       R     R       230     76    
Mike Smithson            R     R       215     80    
Justin Smoak             B     L       220     76    
Josh Smoker              L     L       232     73    
John Smoltz              R     R       210     75    
Drew Smyly               L     L       190     74    
Steve Smyth              L     L       220     73    
Kirby Snead              L     L       218     73    
Cy Sneed                 R     R       213     76    
Blake Snell              L     L       225     76    
Nate Snell               R     R       190     76    
D. J. Snelten            L     L       240     78    
Collin Snider            R     R       195     76    
Brian Snitker            R     R       190     73    
Scott Snodgress          L     L       235     78    
J. T. Snow               L     L       200     74    
Brad Snyder              L     L       220     75    
Brandon Snyder           R     R       215     74    
Chris Snyder             R     R       235     76    
Kyle Snyder              B     R       230     80    
Nicklaus Snyder          R     R       190     76    
Russ Snyder              L     R       190     73    
Scott Sobkowiak          R     R       230     77    
Chad Sobotka             R     R       225     79    
Miguel Socolovich        R     R       205     73    
Bill Sodd                R     R       210     74    
Steve Soderstrom         R     R       215     75    
Rick Sofield             L     R       195     73    
Alay Soler               R     R       240     73    
Jorge Soler              R     R       235     76    
Sammy Solis              R     L       251     77    
Jared Solomon            R     R       219     74    
Peter Solomon            R     R       211     76    
Andy Sonnanstine         L     R       190     75    
Lary Sorensen            R     R       200     74    
Joakim Soria             R     R       205     75    
Alfonso Soriano          R     R       195     73    
George Soriano           R     R       210     74    
Rafael Soriano           R     R       230     76    
Michael Soroka           R     R       225     77    
Paul Sorrento            L     R       195     74    
Henry Sosa               R     R       210     73    
Jorge Sosa               R     R       220     74    
Geovany Soto             R     R       225     73    
Giovanni Soto            L     L       210     74    
Gregory Soto             L     L       234     73    
Juan Soto                L     L       224     74    
Neftali Soto             R     R       210     73    
Bud Souchock             R     R       203     74    
Bennett Sousa            L     L       220     75    
Bill Southworth          R     R       205     74    
Steven Souza             R     R       225     76    
Bill Spanswick           L     L       195     75    
Glenn Sparkman           R     R       215     74    
Jeff Sparks              R     R       210     75    
Steve Sparks             R     R       210     76    
Joe Sparma               R     R       190     73    
Cliff Speck              R     R       195     76    
Tim Spehr                R     R       205     74    
Justin Speier            R     R       200     76    
Ryan Speier              R     R       210     79    
Bob Spence               L     R       215     76    
Josh Spence              L     L       195     74    
George Spencer           R     R       215     73    
Jim Spencer              L     L       195     74    
Stan Spencer             R     R       195     76    
Bill Spiers              L     R       190     74    
Scott Spiezio            B     R       195     74    
Charlie Spikes           R     R       215     75    
Ryan Spilborghs          R     R       200     73    
Dan Spillner             R     R       190     73    
Shea Spitzbarth          R     R       215     73    
Paul Splittorff          L     L       205     75    
Paul Spoljaric           R     L       205     75    
Carl Spongberg           R     R       208     74    
Tim Spooneybarger        R     R       190     75    
Jerry Spradlin           B     R       230     79    
Homer Spragins           R     R       190     73    
Ed Sprague               R     R       195     76    
Ed Sprague               R     R       215     74    
George Springer          R     R       220     75    
Russ Springer            R     R       195     76    
Jeffrey Springs          L     L       218     75    
Bobby Sprowl             L     L       190     74    
Zeke Spruill             B     R       200     77    
Jay Spurgeon             R     R       211     78    
Chris Spurling           R     R       240     78    
Ebba St. Claire          B     R       219     73    
Locke St. John           L     L       205     73    
Jake Stahl               R     R       195     74    
Scott Stahoviak          L     R       210     77    
Tracy Stallard           R     R       204     77    
Jacob Stallings          R     R       225     77    
Craig Stammen            R     R       228     74    
Charley Stanceu          R     R       190     74    
Jason Standridge         R     R       240     75    
Ryne Stanek              R     R       226     76    
Jason Stanford           L     L       200     74    
Daniel Stange            R     R       235     75    
Rob Stanifer             R     R       205     75    
Joe Stanka               R     R       201     78    
Bob Stanley              R     R       210     76    
Giancarlo Stanton        R     R       245     78    
Leroy Stanton            R     R       195     73    
Mike Stanton             B     R       205     74    
Mike Stanton             L     L       190     73    
Denny Stark              R     R       210     74    
Matt Stark               R     R       225     76    
Bubba Starling           R     R       220     76    
Dick Starr               R     R       190     75    
Brock Stassi             L     L       190     73    
Dave Staton              R     R       215     77    
Rusty Staub              L     R       190     74    
Tim Stauffer             R     R       215     73    
Josh Staumont            R     R       200     75    
Nick Stavinoha           R     R       240     74    
Gene Stechschulte        R     R       210     77    
Drew Steckenrider        R     R       235     76    
Justin Steele            L     L       205     74    
Kennie Steenstra         R     R       220     77    
Blake Stein              R     R       210     79    
Randy Stein              R     R       210     76    
Terry Steinbach          R     R       195     73    
Rick Steirer             R     R       200     76    
Rick Stelmaszek          L     R       195     73    
Jeff Stember             R     R       220     77    
Steve Stemle             R     R       200     76    
Bill Stemmyer            R     R       190     74    
Mike Stenhouse           L     R       195     73    
Dernell Stenson          L     L       230     73    
Trevor Stephan           R     R       225     77    
Buzz Stephen             R     R       205     76    
Jackson Stephens         R     R       220     74    
John Stephens            R     R       200     73    
Garrett Stephenson       R     R       195     76    
Phil Stephenson          L     L       195     73    
Robert Stephenson        R     R       205     75    
Tyler Stephenson         R     R       225     76    
Randy Sterling           B     R       195     74    
Mitch Stetter            L     L       215     77    
Dave Stevens             R     R       210     75    
Ed Stevens               L     L       190     73    
Jeff Stevens             R     R       205     74    
Lee Stevens              L     L       205     76    
R C Stevens              R     L       219     77    
Todd Steverson           R     R       194     74    
Brock Stewart            L     R       220     75    
Chris Stewart            R     R       215     76    
Dave Stewart             R     R       200     74    
Ian Stewart              L     R       225     75    
Josh Stewart             L     L       200     75    
Kohl Stewart             R     R       200     75    
Neb Stewart              R     R       195     73    
Sammy Stewart            R     R       200     75    
Scott Stewart            R     L       225     74    
Zach Stewart             R     R       205     74    
Jonathan Stiever         R     R       210     74    
Dick Stigman             R     L       200     75    
Carl Stimson             B     R       190     77    
Josh Stinson             R     R       210     76    
Robert Stock             L     R       260     73    
Phil Stockman            R     R       240     80    
Bob Stoddard             R     R       190     73    
Tim Stoddard             R     R       230     79    
Brian Stokes             R     R       210     73    
Dean Stone               L     L       205     76    
George Stone             L     L       205     75    
Tobi Stoner              B     R       215     74    
Drew Storen              B     R       200     73    
Trevor Story             R     R       213     74    
Bryson Stott             L     R       200     75    
Todd Stottlemyre         L     R       195     75    
Levi Stoudt              R     R       195     73    
Eric Stout               L     L       205     75    
Ray Stoviak              L     L       195     73    
Chris Stowers            L     L       195     75    
Kyle Stowers             L     L       215     75    
Matt Strahm              R     L       190     74    
Dan Straily              R     R       220     74    
Les Straker              R     R       193     73    
Pat Strange              R     R       243     77    
Stephen Strasburg        R     R       239     77    
Chris Stratton           R     R       205     74    
Darryl Strawberry        L     L       190     78    
